title,label,stemmed_title
 jurus edit foto digital dengan photoshop cc ,0,jurus edit foto digital photoshop cc
corel draw  komplet,0,corel draw komplet
otodidak adobe illustrator,0,otodidak adobe illustrator
adobe acrobat profesional ,0,adobe acrobat profesional
belajar foto retouching teknik blending stepbystep membuat foto yang biasa menjadi luar biasa,0,ajar foto retouching teknik blending stepbystep foto
photoshop untuk efek visual movie,0,photoshop efek visual movie
creative retro dan vintage web design with adobe photoshop,0,creative retro vintage web design with adobe photoshop
coreldraw x untuk pemula,0,coreldraw x mula
serba serbi teknik seleksi dan blending adobe photoshop,0,serba serbi teknik seleksi blending adobe photoshop
otodidak desain grafis dan animasi,0,otodidak desain grafis animasi
inovasi kreatif desain grafis dengan coreldraw,0,inovasi kreatif desain grafis coreldraw
pasti bisa coreldraw x,0,coreldraw x
step by step menggunakan coreldraw x,0,step by step coreldraw x
desain d menggunakan google sketchup,0,desain d google sketchup
belajar sendiri corel draw x,0,ajar corel draw x
seri panduan lengkap coreldraw x,0,seri pandu lengkap coreldraw x
foto oke dari kamera hape,0,foto oke kamera hape
 trik pintar kreasi dengan corel draw x,0,trik pintar kreasi corel draw x
seri panduan lengkap adobe after effects cs,0,seri pandu lengkap adobe after effects cs
seri panduan lengkap adobe dreamweaver cs,0,seri pandu lengkap adobe dreamweaver cs
panduan praktis adobe illustator cs,0,pandu praktis adobe illustator cs
ppanduan praktis adobe premiere pro cs,0,ppanduan praktis adobe premiere pro cs
pas panduan aplikasi dan solusi kreasi desain suvenir dengan coreldraw x,0,pas pandu aplikasi solusi kreasi desain suvenir coreldraw x
shortcut to be tshirt designer  kreasi desain realistik distro,0,shortcut to be tshirt designer kreasi desain realistik distro
kreasi desain kaos distro dengan coreldraw,0,kreasi desain kaos distro coreldraw
 kreasi populer manipulasi foto digital dengan adobe photoshop,0,kreasi populer manipulasi foto digital adobe photoshop
 photo offects with photoshop cs,0,photo offects with photoshop cs
digital imaging dengan adobe photoshop cs,0,digital imaging adobe photoshop cs
kitab efek photoshop,0,kitab efek photoshop
bikin foto lebih berharga dengan adobe photoshop elements ,0,bikin foto harga adobe photoshop elements
panduan aplikatif manifulasi efek foto dengan adobe photoshop cs,0,pandu aplikatif manifulasi efek foto adobe photoshop cs
seri membongkar misteri adobe photoshop,0,seri bongkar misteri adobe photoshop
panduan lengkap adobe photoshop cs,0,pandu lengkap adobe photoshop cs
web desain metode aplikasi dan implementasi,0,web desain metode aplikasi implementasi
kolaborasi adobe premiere pro cs after effects cs untuk video editing profesional,0,kolaborasi adobe premiere pro cs after effects cs video editing profesional
multimedia making it work,0,multimedia making it work
membangun aplikasi web dengan php mysql ed ,0,bangun aplikasi web php mysql ed
multimedia interaktif dengan flash,0,multimedia interaktif flash
interaksi manusia komputer,0,interaksi manusia komputer
super dasyat responsive web design dengan foundations ,0,super dasyat responsive web design foundations
multimedia dan aplikasinya dengan macromedia director,0,multimedia aplikasi macromedia director
 kreasi populer animasi cantik dengan adobe flash,0,kreasi populer animasi cantik adobe flash
step by srep make over joomla,0,step by srep make over joomla
panduan praktis pengolahan audio digital dengan adobe audition ,0,pandu praktis olah audio digital adobe audition
menjadi sutradara dan editor filmmu sendiri dengan ulead video studio pro x,0,sutradara editor film ulead video studio pro x
role playing game rpgmaker,0,role playing game rpgmaker
mudah dan cepat expert digital video editing with adobe premiere pro cs ,0,mudah cepat expert digital video editing with adobe premiere pro cs
rahasia membuat website dan seo paling mudah dengan rvsitebuilder pro,0,rahasia website seo mudah rvsitebuilder pro
grafik dan animasi web dengan html ,0,grafik animasi web html
produksi editing vidio untuk pemula,0,produksi editing vidio mula
kitab video editing dan efek khusus,0,kitab video editing efek khusus
edit video youtube dengan filmora,0,edit video youtube filmora
google cheat,0,google cheat
website pencetak uang,0,website cetak uang
seri panduan lengkap flash cs profesional,0,seri pandu lengkap flash cs profesional
seri panduan lengkap editing vidio dengan adobe premier pro cs,0,seri pandu lengkap editing vidio adobe premier pro cs
seri membongkar misteri adobe flash cs profesional,0,seri bongkar misteri adobe flash cs profesional
panduan belajar autodesk ds ,0,pandu ajar autodesk ds
membuat mini game seru dengan flash,0,mini game seru flash
multimedia alat untuk meningkatkan keunggulan bersaing,0,multimedia alat tingkat unggul saing
efek animasi robot ekspresikan fantasimu di dunia robot dengan adobe flash cs,0,efek animasi robot ekspresi fantasi dunia robot adobe flash cs
pinnacle studio  untuk beragam kebutuhan vidio editing,0,pinnacle studio agam butuh vidio editing
keamanan multimedia konsep dan aplikasi,0,aman multimedia konsep aplikasi
memasuki dunia elearning solusi cepat mengambangkan content digital,0,pasuk dunia elearning solusi cepat ambang content digital
media programming strategies practices,0,media programming strategies practices
java di web,0,java web
trik praktis administrasi linux memakai browser web dengan webmin,0,trik praktis administrasi linux pakai browser web webmin
perancangan web dengan fireworks dan dreamweaver mx,0,ancang web fireworks dreamweaver mx
membangun server internet dengan mikrotik os,0,bangun server internet mikrotik os
internet firewall,0,internet firewall
dasar pemrograman internet dengan xhtmlcssjavascriptdhtml,0,dasar pemrograman internet xhtmlcssjavascriptdhtml
html  dan css  belajar dari kasus,0,html css ajar
membangun sistem informasi dengan java netbeans dan mysql,0,bangun sistem informasi java netbeans mysql
bootstrap css framework,0,bootstrap css framework
super web programming,0,super web programming
modul pemrograman web,0,modul pemrograman web
aplikasi pemrograman web dinamis dengan php dan mysql,0,aplikasi pemrograman web dinamis php mysql
program web dengan html disertai lebih dari  contoh program beserta tampilan grafisnya,0,program web html serta contoh program serta tampil grafis
modul pemrograman web html php mysql,0,modul pemrograman web html php mysql
tutorial membangun website sekolah dengan model cms balitbang kemendiknas,0,tutorial bangun website sekolah model cms balitbang kemendiknas
trik dan rahasia membuat aplikasi web dengan php,0,trik rahasia aplikasi web php
membuat sistem informasi penjualan berbasis web dengan php dan mysql,0,sistem informasi jual bas web php mysql
latihan membuat aplikasi web php dan mysql dengan dreamweaver mx    dan ,0,latih aplikasi web php mysql dreamweaver mx
solusi web service berbasis linux,0,solusi web service bas linux
desain komunikasi visual teori dan aplikasi,0,desain komunikasi visual teori aplikasi
teori komunukasi interpersonal,0,teori komunukasi interpersonal
mudah dan cepat merancang dengan ds max ,0,mudah cepat rancang ds max
digital wars applegooglemicrosoftdan perang meraih kekuasaan atas internet,0,digital wars applegooglemicrosoftdan perang raih kuasa internet
kitab corel draw,0,kitab corel draw
seri belajar sekejap belajar sendiri edit foto digital online dengan pixlr online,0,seri ajar kejap ajar edit foto digital online pixlr online
kreasi desain grafis inovatif dengan corel draw,0,kreasi desain grafis inovatif corel draw
router cisco dan mikrotik ip routing menggunakan cisco dan mikrotik dalam teori dan praktik,0,router cisco mikrotik ip routing cisco mikrotik teori praktik
mikrotik meta router  illusion,0,mikrotik meta router illusion
trik cepat membangun aplikasi berbasis wweb dengan frame work codelgniter,0,trik cepat bangun aplikasi bas wweb frame work codelgniter
ini tentangkutentang masa laluku pencapaian tertinggi mencintaimu adalah merelakanmu,150,tentangkutentang lalu capai tinggi cinta rela
jago membaca bahasa tubuh,150,jago baca bahasa tubuh
bagaimana mencari kawan dan menaklukkan lawan,150,cari kawan takluk lawan
seni hidup positif,150,seni hidup positif
personal branding,150,personal branding
psikologi kepribadian,150,psikologi pribadi
psikologi suryomentaraman,150,psikologi suryomentaraman
teknik mengingat hebatnya otak tengak televisi mental,150,teknik hebat otak tengak televisi mental
kunci kebahagiaan,150,kunci bahagia
berdamai dengan kegagalan beratusratus kali jatuh beriburibu kali bangkit,150,damai gagal beratusratus kali jatuh beriburibu kali bangkit
seni melatih ingatan,150,seni latih ingat
ada apa dengan pacaran dan seks,150,pacar seks
numerologi cinta cara unik menemukan dan memahami soulmate mu,150,numerologi cinta unik temu paham soulmate mu
tanpa ayah tapi sukses anakanak yatim pengukir sejarah,150,ayah sukses anakanak yatim ukir sejarah
menggali pundipundi lewat tren sosial media,150,gali pundipundi tren sosial media
seni menjadi pribadi yang asyik menarik,150,seni pribadi asyik tarik
practical steps to think grow rich,150,practical steps to think grow rich
stop criminal minds rahasia olah pikir untuk meraih sukses dan menikmati hidup yang lebih bermakna,150,stop criminal minds rahasia olah pikir raih sukses nikmat hidup makna
karena anda bertakdir kaya,150,takdir kaya
biarlah air mengalir di bawah jembatan dan alkohol di tenggorokanmu,150,biar air alir jembatan alkohol tenggorok
do it with passion kenali bakat muasah kreativitas mudan wujudkan mimpimu,150,do it with passion kenal bakat muasah kreativitas mud wujud mimpi
cara tepat berdebat secara cerdas meyakinkan positif,150,debat cerdas positif
bicara itu ada seninya rahasia komunikasi yang efektif,150,bicara seni rahasia komunikasi efektif
why you lose in financial market menguasai seni mengendalikan diri untuk trader dan investor,150,why you lose in financial market kuasa seni kendali trader investor
nembak itu seru,150,nembak seru
redakan amaramu tiptip pengendalian emosi remaja,150,reda amaramu tiptip kendali emosi remaja
buku tutorial gamegame kecerdasan,150,buku tutorial gamegame cerdas
pintar psikotes tpa,150,pintar psikotes tpa
cara mudah memahami psikotes,150,mudah paham psikotes
memahami tes iq dan psikotes untuk profesi dilengkapi tes khusus kemampuan manajer,150,paham tes iq psikotes profesi lengkap tes khusus mampu manajer
panduan psikotes,150,pandu psikotes
update paling lengkap drilling semua jenis soal tpa,150,update lengkap drilling jenis tpa
notes from qatar ,150,notes from qatar
sebab kalah,150,kalah
menjadi pribadi tegas dan berwibawa setiap saat dan disemua situasi,150,pribadi wibawa semua situasi
sukses menyelesaikan tugas akhir dan skripsi dalam  hari untuk semua jurusan,150,sukses selesai tugas skripsi jurus
seni berfikit positif,150,seni berfikit positif
motivasi dan inspirasi sukses orangorang sukses,150,motivasi inspirasi sukses orangorang sukses
simple vocabulary untuk percakapan seaharihari,150,simple vocabulary cakap seaharihari
jangan jadi manusia gampangan jadilah manusia limited edition,150,manusia gampang manusia limited edition
perlukah hidup minimalis,150,hidup minimal
baca buku ini saat engkau ingin berubah,150,baca buku engkau ubah
memahami diri sendiri,150,paham
sebuah seni untuk bersikap bodo amat,150,seni sikap bodo
rentan banyak yang merasa lupa,150,rentan lupa
bicara itu ada seninya,150,bicara seni
berani tidak disukai,150,berani suka
septihan,150,septihan
memilih jodoh terbaik,150,pilih jodoh baik
berdamai dengan rasa malas,150,damai malas
boleh bersedihtapi jangan berlebihan,150,bersedihtapi
cara praktis baca karakter orang lewat tulisan tangan,150,praktis baca karakter orang tulis tangan
jurnalisme musik dan selingkar wilayahnya,150,jurnalisme musik lingkar wilayah
mulai saja dari halhal kecil,150,halhal
berani dipecat,150,berani pecat
